NA18582.final:chrX:67543861-67730768	NA18582.final:chrX:67543861-67730768
NA18582.final:chrX:67543861-67730768	HG00097.final:chrX:67543883-67730767
NA18582.final:chrX:67543861-67730768	HG00099.final:chrX:67543872-67730758
NA18582.final:chrX:67543861-67730768	HG00100.final:chrX:67543875-67730767
NA18582.final:chrX:67543861-67730768	HG00102.final:chrX:67543878-67730766
NA18582.final:chrX:67543861-67730768	HG00106.final:chrX:67543872-67730768
NA18582.final:chrX:67543861-67730768	HG00110.final:chrX:67543875-67730764
NA18582.final:chrX:67543861-67730768	HG00111.final:chrX:67543873-67730766
NA18582.final:chrX:67543861-67730768	HG00118.final:chrX:67543883-67730765
NA18582.final:chrX:67543861-67730768	HG00121.final:chrX:67543881-67730768
NA18582.final:chrX:67543861-67730768	HG00122.final:chrX:67543873-67730752
NA18582.final:chrX:67543861-67730768	HG00123.final:chrX:67543874-67730767
NA18582.final:chrX:67543861-67730768	HG00125.final:chrX:67543876-67730767
NA18582.final:chrX:67543861-67730768	HG00127.final:chrX:67543873-67730759
NA18582.final:chrX:67543861-67730768	HG00128.final:chrX:67543873-67730767
NA18582.final:chrX:67543861-67730768	HG00130.final:chrX:67543874-67730760
NA18582.final:chrX:67543861-67730768	HG00132.final:chrX:67543873-67730766
NA18582.final:chrX:67543861-67730768	HG00133.final:chrX:67543872-67730765
NA18582.final:chrX:67543861-67730768	HG00137.final:chrX:67543872-67730765
NA18582.final:chrX:67543861-67730768	HG00146.final:chrX:67543872-67730767
NA18582.final:chrX:67543861-67730768	HG00150.final:chrX:67543882-67730763
NA18582.final:chrX:67543861-67730768	HG00158.final:chrX:67543872-67730766
NA18582.final:chrX:67543861-67730768	HG00171.final:chrX:67543872-67730767
NA18582.final:chrX:67543861-67730768	HG00173.final:chrX:67543873-67730764
NA18582.final:chrX:67543861-67730768	HG00174.final:chrX:67543872-67730763
NA18582.final:chrX:67543861-67730768	HG00176.final:chrX:67543874-67730765
NA18582.final:chrX:67543861-67730768	HG00177.final:chrX:67543879-67730763
NA18582.final:chrX:67543861-67730768	HG00178.final:chrX:67543872-67730764
NA18582.final:chrX:67543861-67730768	HG00179.final:chrX:67543873-67730764
NA18582.final:chrX:67543861-67730768	HG00180.final:chrX:67543873-67730768
NA18582.final:chrX:67543861-67730768	HG00231.final:chrX:67543879-67730756
NA18582.final:chrX:67543861-67730768	HG00232.final:chrX:67543873-67730767
NA18582.final:chrX:67543861-67730768	HG00233.final:chrX:67543878-67730768
NA18582.final:chrX:67543861-67730768	HG00235.final:chrX:67543874-67730759
NA18582.final:chrX:67543861-67730768	HG00236.final:chrX:67543873-67730767
NA18582.final:chrX:67543861-67730768	HG00237.final:chrX:67543873-67730763
NA18582.final:chrX:67543861-67730768	HG00238.final:chrX:67543884-67730765
NA18582.final:chrX:67543861-67730768	HG00239.final:chrX:67543872-67730767
NA18582.final:chrX:67543861-67730768	HG00240.final:chrX:67543872-67730766
NA18582.final:chrX:67543861-67730768	HG00245.final:chrX:67543873-67730768
NA18582.final:chrX:67543861-67730768	HG00250.final:chrX:67543873-67730766
NA18582.final:chrX:67543861-67730768	HG00253.final:chrX:67543877-67730765
NA18582.final:chrX:67543861-67730768	HG00254.final:chrX:67543872-67730760
NA18582.final:chrX:67543861-67730768	HG00255.final:chrX:67543874-67730767
NA18582.final:chrX:67543861-67730768	HG00257.final:chrX:67543873-67730768
NA18582.final:chrX:67543861-67730768	HG00258.final:chrX:67543880-67730768
NA18582.final:chrX:67543861-67730768	HG00259.final:chrX:67543874-67730767
NA18582.final:chrX:67543861-67730768	HG00261.final:chrX:67543881-67730766
NA18582.final:chrX:67543861-67730768	HG00262.final:chrX:67543883-67730767
NA18582.final:chrX:67543861-67730768	HG00263.final:chrX:67543873-67730767
NA18582.final:chrX:67543861-67730768	HG00266.final:chrX:67543872-67730766
NA18582.final:chrX:67543861-67730768	HG00269.final:chrX:67543875-67730763
NA18582.final:chrX:67543861-67730768	HG00272.final:chrX:67543873-67730767
NA18582.final:chrX:67543861-67730768	HG00274.final:chrX:67543876-67730766
NA18582.final:chrX:67543861-67730768	HG00275.final:chrX:67543872-67730760
NA18582.final:chrX:67543861-67730768	HG00276.final:chrX:67543873-67730764
NA18582.final:chrX:67543861-67730768	HG00281.final:chrX:67543873-67730763
NA18582.final:chrX:67543861-67730768	HG00282.final:chrX:67543876-67730767
NA18582.final:chrX:67543861-67730768	HG00285.final:chrX:67543873-67730766
